Location,TimeFrame,DataFormat,Data
ARCHULETA COUNTY 50 JT,1997,Percent,0.198
ARCHULETA COUNTY 50 JT,1999,Percent,0.169
ARCHULETA COUNTY 50 JT,2000,Percent,0.195
ARCHULETA COUNTY 50 JT,2001,Percent,0.179
ARCHULETA COUNTY 50 JT,2002,Percent,0.186
ARCHULETA COUNTY 50 JT,2003,Percent,0.162
ARCHULETA COUNTY 50 JT,2004,Percent,0.148
ARCHULETA COUNTY 50 JT,2005,Percent,0.181
ARCHULETA COUNTY 50 JT,2006,Percent,0.176
ARCHULETA COUNTY 50 JT,2007,Percent,0.166
ARCHULETA COUNTY 50 JT,2008,Percent,0.18711
ARCHULETA COUNTY 50 JT,2008,Number,328
ARCHULETA COUNTY 50 JT,2009,Number,403
ARCHULETA COUNTY 50 JT,2009,Percent,0.227
ARCHULETA COUNTY 50 JT,2010,Number,372
ARCHULETA COUNTY 50 JT,2010,Percent,0.21653
ARCHULETA COUNTY 50 JT,2011,Number,400
ARCHULETA COUNTY 50 JT,2011,Percent,0.241
ARCHULETA COUNTY 50 JT,2012,Number,402
ARCHULETA COUNTY 50 JT,2012,Percent,0.244
ARCHULETA COUNTY 50 JT,2013,Number,390
ARCHULETA COUNTY 50 JT,2013,Percent,0.239
ARICKAREE R-2,1995,Percent,0.151
ARICKAREE R-2,1997,Percent,0.165
ARICKAREE R-2,1999,Percent,0.282
ARICKAREE R-2,2000,Percent,0.303
ARICKAREE R-2,2001,Percent,0.256
ARICKAREE R-2,2002,Percent,0.257
ARICKAREE R-2,2003,Percent,0.213
ARICKAREE R-2,2004,Percent,0.196
ARICKAREE R-2,2005,Percent,0.2
ARICKAREE R-2,2006,Percent,0.235
ARICKAREE R-2,2007,Percent,0.217
ARICKAREE R-2,2008,Percent,0.19767
ARICKAREE R-2,2008,Number,17
ARICKAREE R-2,2009,Number,19
ARICKAREE R-2,2009,Percent,0.211
ARICKAREE R-2,2010,Number,20
ARICKAREE R-2,2010,Percent,0.16667
ARICKAREE R-2,2011,Number,15
ARICKAREE R-2,2011,Percent,0.134
ARICKAREE R-2,2012,Number,13
ARICKAREE R-2,2012,Percent,0.117
ARICKAREE R-2,2013,Number,15
ARICKAREE R-2,2013,Percent,0.134
ARRIBA-FLAGLER C-20,1995,Percent,0.174
ARRIBA-FLAGLER C-20,1997,Percent,0.22
ARRIBA-FLAGLER C-20,1999,Percent,0.111
ARRIBA-FLAGLER C-20,2000,Percent,0.123
ARRIBA-FLAGLER C-20,2001,Percent,0.109
ARRIBA-FLAGLER C-20,2002,Percent,0.117
ARRIBA-FLAGLER C-20,2003,Percent,0.122
ARRIBA-FLAGLER C-20,2004,Percent,0.107
ARRIBA-FLAGLER C-20,2005,Percent,0.159
ARRIBA-FLAGLER C-20,2006,Percent,0.142
ARRIBA-FLAGLER C-20,2007,Percent,0.151
ARRIBA-FLAGLER C-20,2008,Percent,0.14433
ARRIBA-FLAGLER C-20,2008,Number,28
ARRIBA-FLAGLER C-20,2009,Number,26
ARRIBA-FLAGLER C-20,2009,Percent,0.132
ARRIBA-FLAGLER C-20,2010,Number,36
ARRIBA-FLAGLER C-20,2010,Percent,0.225
ARRIBA-FLAGLER C-20,2011,Number,45
ARRIBA-FLAGLER C-20,2011,Percent,0.283
ARRIBA-FLAGLER C-20,2012,Number,40
ARRIBA-FLAGLER C-20,2012,Percent,0.258
ARRIBA-FLAGLER C-20,2013,Number,43
ARRIBA-FLAGLER C-20,2013,Percent,0.276
ASPEN 1,1995,Percent,0.039
ASPEN 1,1997,Percent,0.083
ASPEN 1,1999,Percent,0.023
ASPEN 1,2000,Percent,0.027
ASPEN 1,2001,Percent,0.026
ASPEN 1,2002,Percent,0.025
ASPEN 1,2003,Percent,0.022
ASPEN 1,2004,Percent,0.021
ASPEN 1,2005,Percent,0.021
ASPEN 1,2006,Percent,0.022
ASPEN 1,2007,Percent,0.018
ASPEN 1,2008,Percent,0.01946
ASPEN 1,2008,Number,21
ASPEN 1,2009,Number,36
ASPEN 1,2009,Percent,0.032
ASPEN 1,2010,Number,104
ASPEN 1,2010,Percent,0.06205
ASPEN 1,2011,Number,104
ASPEN 1,2011,Percent,0.063
ASPEN 1,2012,Number,122
ASPEN 1,2012,Percent,0.076
ASPEN 1,2013,Number,126
ASPEN 1,2013,Percent,0.077
AULT-HIGHLAND RE-9,1995,Percent,0.212
AULT-HIGHLAND RE-9,1997,Percent,0.212
AULT-HIGHLAND RE-9,1999,Percent,0.071
AULT-HIGHLAND RE-9,2000,Percent,0.07
AULT-HIGHLAND RE-9,2001,Percent,0.062
AULT-HIGHLAND RE-9,2002,Percent,0.064
AULT-HIGHLAND RE-9,2003,Percent,0.067
AULT-HIGHLAND RE-9,2004,Percent,0.063
AULT-HIGHLAND RE-9,2005,Percent,0.064
AULT-HIGHLAND RE-9,2006,Percent,0.08
AULT-HIGHLAND RE-9,2007,Percent,0.07
AULT-HIGHLAND RE-9,2008,Percent,0.07181
AULT-HIGHLAND RE-9,2008,Number,94
AULT-HIGHLAND RE-9,2009,Number,125
AULT-HIGHLAND RE-9,2009,Percent,0.091
AULT-HIGHLAND RE-9,2010,Number,168
AULT-HIGHLAND RE-9,2010,Percent,0.15356
AULT-HIGHLAND RE-9,2011,Number,140
AULT-HIGHLAND RE-9,2011,Percent,0.126
AULT-HIGHLAND RE-9,2012,Number,201
AULT-HIGHLAND RE-9,2012,Percent,0.179
AULT-HIGHLAND RE-9,2013,Number,197
AULT-HIGHLAND RE-9,2013,Percent,0.172
BAYFIELD 10 JT-R,1995,Percent,0.096
BAYFIELD 10 JT-R,1997,Percent,0.113
BAYFIELD 10 JT-R,1999,Percent,0.115
BAYFIELD 10 JT-R,2000,Percent,0.114
BAYFIELD 10 JT-R,2001,Percent,0.108
BAYFIELD 10 JT-R,2002,Percent,0.12
BAYFIELD 10 JT-R,2003,Percent,0.116
BAYFIELD 10 JT-R,2004,Percent,0.111
BAYFIELD 10 JT-R,2005,Percent,0.097
BAYFIELD 10 JT-R,2006,Percent,0.11
BAYFIELD 10 JT-R,2007,Percent,0.094
BAYFIELD 10 JT-R,2008,Percent,0.09307
BAYFIELD 10 JT-R,2008,Number,102
BAYFIELD 10 JT-R,2009,Number,126
BAYFIELD 10 JT-R,2009,Percent,0.111
BAYFIELD 10 JT-R,2010,Number,121
BAYFIELD 10 JT-R,2010,Percent,0.0817
BAYFIELD 10 JT-R,2011,Number,125
BAYFIELD 10 JT-R,2011,Percent,0.086
BAYFIELD 10 JT-R,2012,Number,143
BAYFIELD 10 JT-R,2012,Percent,0.098
BAYFIELD 10 JT-R,2013,Number,126
BAYFIELD 10 JT-R,2013,Percent,0.085
BENNETT 29J,1995,Percent,0.088
BENNETT 29J,1997,Percent,0.103
BENNETT 29J,1999,Percent,0.059
BENNETT 29J,2000,Percent,0.06
BENNETT 29J,2001,Percent,0.057
BENNETT 29J,2002,Percent,0.064
BENNETT 29J,2003,Percent,0.064
BENNETT 29J,2004,Percent,0.062
BENNETT 29J,2005,Percent,0.067
BENNETT 29J,2006,Percent,0.07
BENNETT 29J,2007,Percent,0.074
BENNETT 29J,2008,Percent,0.06732
BENNETT 29J,2008,Number,83
BENNETT 29J,2009,Number,95
BENNETT 29J,2009,Percent,0.076
BENNETT 29J,2010,Number,90
BENNETT 29J,2010,Percent,0.06982
BENNETT 29J,2011,Number,176
BENNETT 29J,2011,Percent,0.135
BENNETT 29J,2012,Number,180
BENNETT 29J,2012,Percent,0.135
BENNETT 29J,2013,Number,151
BENNETT 29J,2013,Percent,0.112
BETHUNE R-5,1995,Percent,0.092
BETHUNE R-5,1997,Percent,0.108
BETHUNE R-5,1999,Percent,0.325
BETHUNE R-5,2000,Percent,0.373
BETHUNE R-5,2001,Percent,0.325
BETHUNE R-5,2002,Percent,0.354
BETHUNE R-5,2003,Percent,0.291
BETHUNE R-5,2004,Percent,0.245
BETHUNE R-5,2005,Percent,0.318
BETHUNE R-5,2006,Percent,0.317
BETHUNE R-5,2007,Percent,0.306
BETHUNE R-5,2008,Percent,0.30435
BETHUNE R-5,2008,Number,28
BETHUNE R-5,2009,Number,31
BETHUNE R-5,2009,Percent,0.326
BETHUNE R-5,2010,Number,25
BETHUNE R-5,2010,Percent,0.21008
BETHUNE R-5,2011,Number,34
BETHUNE R-5,2011,Percent,0.276
BETHUNE R-5,2012,Number,28
BETHUNE R-5,2012,Percent,0.237
BETHUNE R-5,2013,Number,28
BETHUNE R-5,2013,Percent,0.235
BIG SANDY 100J,1995,Percent,0.191
BIG SANDY 100J,1997,Percent,0.258
BIG SANDY 100J,1999,Percent,0.248
BIG SANDY 100J,2000,Percent,0.238
BIG SANDY 100J,2001,Percent,0.213
BIG SANDY 100J,2002,Percent,0.223
BIG SANDY 100J,2003,Percent,0.237
BIG SANDY 100J,2004,Percent,0.224
BIG SANDY 100J,2005,Percent,0.218
BIG SANDY 100J,2006,Percent,0.22
BIG SANDY 100J,2007,Percent,0.212
BOULDER VALLEY RE 2,1995,Percent,0.079
BOULDER VALLEY RE 2,1997,Percent,0.093
BOULDER VALLEY RE 2,1999,Percent,0.068
BOULDER VALLEY RE 2,2000,Percent,0.062
BOULDER VALLEY RE 2,2001,Percent,0.056
BOULDER VALLEY RE 2,2002,Percent,0.06
BOULDER VALLEY RE 2,2003,Percent,0.068
BOULDER VALLEY RE 2,2004,Percent,0.072
BOULDER VALLEY RE 2,2005,Percent,0.074
BOULDER VALLEY RE 2,2006,Percent,0.072
BOULDER VALLEY RE 2,2007,Percent,0.083
BRANSON REORGANIZED 82,1995,Percent,0.081
BRANSON REORGANIZED 82,1997,Percent,0.1
BRANSON REORGANIZED 82,1999,Percent,0.4
BRANSON REORGANIZED 82,2000,Percent,0.409
BRANSON REORGANIZED 82,2001,Percent,0.341
BRANSON REORGANIZED 82,2002,Percent,0.364
BRANSON REORGANIZED 82,2003,Percent,0.279
BRANSON REORGANIZED 82,2004,Percent,0.286
BRANSON REORGANIZED 82,2005,Percent,0.317
BRANSON REORGANIZED 82,2006,Percent,0.325
BRANSON REORGANIZED 82,2007,Percent,0.282
BRIGGSDALE RE-10,1995,Percent,0.162
BRIGGSDALE RE-10,1997,Percent,0.157
BRIGGSDALE RE-10,1999,Percent,0.101
BRIGGSDALE RE-10,2000,Percent,0.103
BRIGGSDALE RE-10,2001,Percent,0.083
BRIGGSDALE RE-10,2002,Percent,0.089
BRIGGSDALE RE-10,2003,Percent,0.095
BRIGGSDALE RE-10,2004,Percent,0.093
BRIGGSDALE RE-10,2005,Percent,0.095
BRIGGSDALE RE-10,2006,Percent,0.121
BRIGGSDALE RE-10,2007,Percent,0.103
BRIGHTON 27J,1995,Percent,0.11
BRIGHTON 27J,1997,Percent,0.127
BRIGHTON 27J,1999,Percent,0.094
BRIGHTON 27J,2000,Percent,0.096
BRIGHTON 27J,2001,Percent,0.09
BRIGHTON 27J,2002,Percent,0.099
BRIGHTON 27J,2003,Percent,0.102
BRIGHTON 27J,2004,Percent,0.1
BRIGHTON 27J,2005,Percent,0.123
BRIGHTON 27J,2006,Percent,0.104
BRIGHTON 27J,2007,Percent,0.117
BRUSH RE-2(J),1995,Percent,0.139
BRUSH RE-2(J),1997,Percent,0.161
BRUSH RE-2(J),1999,Percent,0.113
BRUSH RE-2(J),2000,Percent,0.12
BRUSH RE-2(J),2001,Percent,0.112
BRUSH RE-2(J),2002,Percent,0.11
BRUSH RE-2(J),2003,Percent,0.114
BRUSH RE-2(J),2004,Percent,0.104
BRUSH RE-2(J),2005,Percent,0.125
BRUSH RE-2(J),2006,Percent,0.123
BRUSH RE-2(J),2007,Percent,0.115
BUENA VISTA R-31,1995,Percent,0.125
BUENA VISTA R-31,1997,Percent,0.155
BUENA VISTA R-31,1999,Percent,0.134
BUENA VISTA R-31,2000,Percent,0.126
BUENA VISTA R-31,2001,Percent,0.112
BUENA VISTA R-31,2002,Percent,0.12
BUENA VISTA R-31,2003,Percent,0.114
BUENA VISTA R-31,2004,Percent,0.11
BUENA VISTA R-31,2005,Percent,0.137
BUENA VISTA R-31,2006,Percent,0.139
BUENA VISTA R-31,2007,Percent,0.126
BUFFALO RE-4,1995,Percent,0.157
BUFFALO RE-4,1997,Percent,0.181
BUFFALO RE-4,1999,Percent,0.114
BUFFALO RE-4,2000,Percent,0.104
BUFFALO RE-4,2001,Percent,0.093
BUFFALO RE-4,2002,Percent,0.103
BUFFALO RE-4,2003,Percent,0.112
BUFFALO RE-4,2004,Percent,0.104
BUFFALO RE-4,2005,Percent,0.117
BUFFALO RE-4,2006,Percent,0.127
BUFFALO RE-4,2007,Percent,0.127
BURLINGTON RE-6J,1995,Percent,0.141
BURLINGTON RE-6J,1997,Percent,0.177
BURLINGTON RE-6J,1999,Percent,0.151
BURLINGTON RE-6J,2000,Percent,0.171
BURLINGTON RE-6J,2001,Percent,0.152
BURLINGTON RE-6J,2002,Percent,0.163
BURLINGTON RE-6J,2003,Percent,0.157
BURLINGTON RE-6J,2004,Percent,0.133
BURLINGTON RE-6J,2005,Percent,0.17
BURLINGTON RE-6J,2006,Percent,0.168
BURLINGTON RE-6J,2007,Percent,0.166
BYERS 32J,1995,Percent,0.175
BYERS 32J,1997,Percent,0.208
BYERS 32J,1999,Percent,0.069
BYERS 32J,2000,Percent,0.064
BYERS 32J,2001,Percent,0.063
BYERS 32J,2002,Percent,0.073
BYERS 32J,2003,Percent,0.081
BYERS 32J,2004,Percent,0.083
BYERS 32J,2005,Percent,0.101
BYERS 32J,2006,Percent,0.106
BYERS 32J,2007,Percent,0.149
CALHAN RJ-1,1995,Percent,0.083
CALHAN RJ-1,1997,Percent,0.086
CALHAN RJ-1,1999,Percent,0.055
CALHAN RJ-1,2000,Percent,0.052
CALHAN RJ-1,2001,Percent,0.048
CALHAN RJ-1,2002,Percent,0.056
CALHAN RJ-1,2003,Percent,0.061
CALHAN RJ-1,2004,Percent,0.057
CALHAN RJ-1,2005,Percent,0.115
CALHAN RJ-1,2006,Percent,0.087
CALHAN RJ-1,2007,Percent,0.105
CAMPO RE-6,1995,Percent,0.131
CAMPO RE-6,1997,Percent,0.179
CAMPO RE-6,1999,Percent,0.385
CAMPO RE-6,2000,Percent,0.413
CAMPO RE-6,2001,Percent,0.383
CAMPO RE-6,2002,Percent,0.421
CAMPO RE-6,2003,Percent,0.291
CAMPO RE-6,2004,Percent,0.264
CAMPO RE-6,2005,Percent,0.34
CAMPO RE-6,2006,Percent,0.314
CAMPO RE-6,2007,Percent,0.34
CANON CITY RE-1,1995,Percent,0.146
CANON CITY RE-1,1997,Percent,0.182
CANON CITY RE-1,1999,Percent,0.142
CANON CITY RE-1,2000,Percent,0.14
CANON CITY RE-1,2001,Percent,0.128
CANON CITY RE-1,2002,Percent,0.137
CANON CITY RE-1,2003,Percent,0.14
CANON CITY RE-1,2004,Percent,0.131
CANON CITY RE-1,2005,Percent,0.148
CANON CITY RE-1,2006,Percent,0.179
CANON CITY RE-1,2007,Percent,0.172
CENTENNIAL R-1,1995,Percent,0.418
CENTENNIAL R-1,1997,Percent,0.456
CENTENNIAL R-1,1999,Percent,0.328
CENTENNIAL R-1,2000,Percent,0.312
CENTENNIAL R-1,2001,Percent,0.285
CENTENNIAL R-1,2002,Percent,0.307
CENTENNIAL R-1,2003,Percent,0.273
CENTENNIAL R-1,2004,Percent,0.247
CENTENNIAL R-1,2005,Percent,0.345
CENTENNIAL R-1,2006,Percent,0.366
CENTENNIAL R-1,2007,Percent,0.344
CENTER 26 JT,1995,Percent,0.301
CENTER 26 JT,1997,Percent,0.338
CENTER 26 JT,1999,Percent,0.257
CENTER 26 JT,2000,Percent,0.227
CENTER 26 JT,2001,Percent,0.26
CENTER 26 JT,2002,Percent,0.321
CENTER 26 JT,2003,Percent,0.293
CENTER 26 JT,2004,Percent,0.345
CENTER 26 JT,2005,Percent,0.449
CENTER 26 JT,2006,Percent,0.3
CENTER 26 JT,2007,Percent,0.361
CHERAW 31,1995,Percent,0.206
CHERAW 31,1997,Percent,0.201
CHERAW 31,1999,Percent,0.175
CHERAW 31,2000,Percent,0.168
CHERAW 31,2001,Percent,0.154
CHERAW 31,2002,Percent,0.179
CHERAW 31,2003,Percent,0.185
CHERAW 31,2004,Percent,0.169
CHERAW 31,2005,Percent,0.21
CHERAW 31,2006,Percent,0.21
CHERAW 31,2007,Percent,0.298
CHERRY CREEK 5,1995,Percent,0.039
CHERRY CREEK 5,1997,Percent,0.048
CHERRY CREEK 5,1999,Percent,0.047
CHERRY CREEK 5,2000,Percent,0.044
CHERRY CREEK 5,2001,Percent,0.044
CHERRY CREEK 5,2002,Percent,0.051
CHERRY CREEK 5,2003,Percent,0.06
CHERRY CREEK 5,2004,Percent,0.061
CHERRY CREEK 5,2005,Percent,0.066
CHERRY CREEK 5,2006,Percent,0.084
CHERRY CREEK 5,2007,Percent,0.096
CHEYENNE COUNTY RE-5,1995,Percent,0.101
CHEYENNE COUNTY RE-5,1997,Percent,0.145
CHEYENNE COUNTY RE-5,1999,Percent,0.145
CHEYENNE COUNTY RE-5,2000,Percent,0.16
CHEYENNE COUNTY RE-5,2001,Percent,0.137
CHEYENNE COUNTY RE-5,2002,Percent,0.155
CHEYENNE COUNTY RE-5,2003,Percent,0.131
CHEYENNE COUNTY RE-5,2004,Percent,0.13
CHEYENNE COUNTY RE-5,2005,Percent,0.153
CHEYENNE COUNTY RE-5,2006,Percent,0.152
CHEYENNE COUNTY RE-5,2007,Percent,0.138
CHEYENNE MOUNTAIN 12,1995,Percent,0.06
CHEYENNE MOUNTAIN 12,1997,Percent,0.056
CHEYENNE MOUNTAIN 12,1999,Percent,0.065
CHEYENNE MOUNTAIN 12,2000,Percent,0.063
CHEYENNE MOUNTAIN 12,2001,Percent,0.058
CHEYENNE MOUNTAIN 12,2002,Percent,0.067
CHEYENNE MOUNTAIN 12,2003,Percent,0.075
CHEYENNE MOUNTAIN 12,2004,Percent,0.068
CHEYENNE MOUNTAIN 12,2005,Percent,0.068
CHEYENNE MOUNTAIN 12,2006,Percent,0.064
CHEYENNE MOUNTAIN 12,2007,Percent,0.07
CLEAR CREEK RE-1,1995,Percent,0.043
CLEAR CREEK RE-1,1997,Percent,0.065
CLEAR CREEK RE-1,1999,Percent,0.084
CLEAR CREEK RE-1,2000,Percent,0.079
CLEAR CREEK RE-1,2001,Percent,0.07
CLEAR CREEK RE-1,2002,Percent,0.073
CLEAR CREEK RE-1,2003,Percent,0.088
CLEAR CREEK RE-1,2004,Percent,0.085
CLEAR CREEK RE-1,2005,Percent,0.094
CLEAR CREEK RE-1,2006,Percent,0.087
CLEAR CREEK RE-1,2007,Percent,0.09
COLORADO SPRINGS 11,1995,Percent,0.125
COLORADO SPRINGS 11,1997,Percent,0.129
COLORADO SPRINGS 11,1999,Percent,0.133
COLORADO SPRINGS 11,2000,Percent,0.129
COLORADO SPRINGS 11,2001,Percent,0.119
COLORADO SPRINGS 11,2002,Percent,0.138
COLORADO SPRINGS 11,2003,Percent,0.155
COLORADO SPRINGS 11,2004,Percent,0.142
COLORADO SPRINGS 11,2005,Percent,0.142
COLORADO SPRINGS 11,2006,Percent,0.133
COLORADO SPRINGS 11,2007,Percent,0.144
COTOPAXI RE-3,1995,Percent,0.045
COTOPAXI RE-3,1997,Percent,0.056
COTOPAXI RE-3,1999,Percent,0.167
COTOPAXI RE-3,2000,Percent,0.163
COTOPAXI RE-3,2001,Percent,0.149
COTOPAXI RE-3,2002,Percent,0.16
COTOPAXI RE-3,2003,Percent,0.161
COTOPAXI RE-3,2004,Percent,0.152
COTOPAXI RE-3,2005,Percent,0.171
COTOPAXI RE-3,2006,Percent,0.186
COTOPAXI RE-3,2007,Percent,0.193
CREEDE CONSOLIDATED 1,1995,Percent,0.07
CREEDE CONSOLIDATED 1,1997,Percent,0.238
CREEDE CONSOLIDATED 1,1999,Percent,0.211
CREEDE CONSOLIDATED 1,2000,Percent,0.187
CREEDE CONSOLIDATED 1,2001,Percent,0.128
CREEDE CONSOLIDATED 1,2002,Percent,0.137
CREEDE CONSOLIDATED 1,2003,Percent,0.15
CREEDE CONSOLIDATED 1,2004,Percent,0.135
CREEDE CONSOLIDATED 1,2005,Percent,0.165
CREEDE CONSOLIDATED 1,2006,Percent,0.129
CREEDE CONSOLIDATED 1,2007,Percent,0.101
CRIPPLE CREEK-VICTOR RE-1,1995,Percent,0.099
CRIPPLE CREEK-VICTOR RE-1,1997,Percent,0.117
CRIPPLE CREEK-VICTOR RE-1,1999,Percent,0.091
